On whom frown'st thou that I do fawn upon?	s	One task alone remains thy pictured face to view, 	b
Which from Love's fire took heat perpetual,	s	THE ELDER'S REBUKE 	b
That in black ink my love may still shine bright.	s	For nothing nearer paradise 	b
As, to behold desert a beggar born,	s	Yes, by the tears I Ve poured, 	b
And needy nothing trimm'd in jollity,	s	Kneeling on the blood-stained heath 	b
And purest faith unhappily forsworn,	s	Watch life's bubbles float away : 	b
And guilded honour shamefully misplaced,	s	To rouse its flickering radiance higher ; 	b
And maiden virtue rudely strumpeted,	s	Comes on the increasing roar ! 	b
And right perfection wrongfully disgraced,	s	Oh, in the days of ardent youth 	b
And strength by limping sway disabled,	s	Their dark, their deadly ray would more than 	b
And art made tongue-tied by authority,	s	Where that perished sapling used to be ; 	b
And folly doctor-like controlling skill,	s	Remembrance of his early home 	b
And simple truth miscall'd simplicity,	s	Pondered and approved at last : 	b
And captive good attending captain ill:	s	Thank the power that banished thee ; 	b
Tired with all these, from these would I be gone,	s	* Glorious is the prize of Duty, 	b
Save that, to die, I leave my love alone.	s	Are quenched in morning dull and grey? 	b
Ah! wherefore with infection should he live,	s	Thy comrades to the camp retire ; 	b
And with his presence grace impiety,	s	Rests such a shade of deep despair, 	b
That sin by him advantage should achieve	s	Youth's early sunshine was poured on his 	b
And lace itself with his society?	s	She sat without the grated den, 	b
Why should false painting imitate his cheek	s	A winter's night. 	b
And steal dead seeing of his living hue?	s	Heedless feet to gulfs of crime. 	b
Why should poor beauty indirectly seek	s	For those whose bodies rest in sleep, 	b
Roses of shadow, since his rose is true?	s	That from which it sprung Eternity. 	b
Why should he live, now Nature bankrupt is,	s	When stealing on to lady's bower, 	b
Beggar'd of blood to blush through lively veins?	s	With looks and smiles divine ! 	b
And, proud of many, lives upon his gains.	s	Far down from heaven its silver flood 	b
O, him she stores, to show what wealth she had	s	That wherever I wander, my heart is with thee. 	b
In days long since, before these last so bad.	s	4 The lays I love so well.' 	b
Being had, to triumph, being lack'd, to hope.	s	Virtue is not won by fears.' 	b
Before the bastard signs of fair were born,	s	Thoughts shut within the silent tomb, 	b
Or durst inhabit on a living brow;	s	So would I fearful vigil keep, 	b
Before the golden tresses of the dead,	s	To send to hell my mortal foe. 	b
The right of sepulchres, were shorn away,	s	Walked by the lightsome touch of pleasure : 	b
To live a second life on second head;	s	Had he ne'er met a gentler teacher, 	b
Ere beauty's dead fleece made another gay:	s	I saw the burning sunshine fall, 	b
In him those holy antique hours are seen,	s	In his most burning mood ; 	b
Without all ornament, itself and true,	s	Heavy and dull as lead. 	b
Making no summer of another's green,	s	Might haply dawn above ; 	b
Robbing no old to dress his beauty new;	s	Brenzaida's crest is down ; 	b
And him as for a map doth Nature store,	s	To leave its clay a little while, 	b
To show false Art what beauty was of yore.	s	Can take the bliss that has been given, 	b
Those parts of thee that the world's eye doth view	s	True to myself, and true to all, 	b
Want nothing that the thought of hearts can mend;	s	It was not hope that wrecked at once 	b
All tongues, the voice of souls, give thee that due,	s	That never would cloud the world of day. 	b
Uttering bare truth, even so as foes commend.	s	The cold corpse from its funeral pall, 	b
Thy outward thus with outward praise is crown'd;	s	A glorious child again ; 	b
But those same tongues that give thee so thine own	s	And draw his tired gaze from futurity ? 	b
In other accents do this praise confound	s	And black the piles of rain-clouds lour 	b
By seeing farther than the eye hath shown.	s	That glory-shedding star shall glow 	b
They look into the beauty of thy mind,	s	Where sinless sunshine lay : 	b
Then, churls, their thoughts, although their eyes were kind,	s	So softly evening blends with night, 	b
Yet in these thoughts myself almost despising,	s	And seek a rough and lonely way ; 	b
But why thy odour matcheth not thy show,	s	First melted off the hope of youth, 	b
The solve is this, that thou dost common grow.	s	Nor mirth, nor music wakes my halls. 	b
That thou art blamed shall not be thy defect,	s	They whispered nought, but, ' Lady, sleep, 	b
And all my honest faith in thee is lost,	s	When it bears my slumbering child. 	b
The ornament of beauty is suspect,	s	Strikes the strings resistlesslyt 	b
A crow that flies in heaven's sweetest air.	s	The deep-down sea with sudden sound 	b
So thou be good, slander doth but approve	s	Calm this resentful mood ; 	b
Thy worth the greater, being woo'd of time;	s	Darkening all my summer skies, 	b
For canker vice the sweetest buds doth love,	s	For well he knew what dangers frowned, 	b
And thou present'st a pure unstained prime.	s	All full of God thy features shine. 	b
Thou hast pass'd by the ambush of young days,	s	The glad birds carolled clear ; 	b
My love is as a fever, longing still	s	Between his port and him. 	b
Yet this thy praise cannot be so thy praise,	s	My name is on a million tongues, 	b
If some suspect of ill mask'd not thy show,	s	And nothing but that agony 	b
Then thou alone kingdoms of hearts shouldst owe.	s	In daisied lawns sleep peacefully, 	b
No longer mourn for me when I am dead	s	And solemn, soothing, softened airs, 	b
Then you shall hear the surly sullen bell	s	* Others have been thou mayst be there. ' 	b
Give warning to the world that I am fled	s	Incline thee to my changeful will, 	b
From this vile world, with vilest worms to dwell:	s	Thank the power that made thee part 	b
Nay, if you read this line, remember not	s	Because I could not save. 	b
The hand that writ it; for I love you so	s	It recks not now, when all is over : 	b
That I in your sweet thoughts would be forgot	s	The woodland park around it spread, 	b
If thinking on me then should make you woe.	s	A mourner still, though friend and lover 	b
O, if, I say, you look upon this verse	s	And there it lightens ! Dashed with gore 	b
When I perhaps compounded am with clay,	s	We would not leave our nature home 	b
Do not so much as my poor name rehearse.	s	As if through all the 'wildering maze 	b
But let your love even with my life decay,	s	Time parts the heart of men. 	b
Lest the wise world should look into your moan	s	' Dearest, ever deem me true ' ; 	b
I, sick withal, the help of bath desired,	s	And makes the shout of victory 	b
O, lest the world should task you to recite	s	Remoter still am I from Thee j 	b
What merit lived in me, that you should love	s	And on a strange road journeyed on, 	b
After my death, dear love, forget me quite,	s	might my eyes with tears run o'er ! 	b
For you in me can nothing worthy prove;	s	And makes me strong to undergo 	b
Unless you would devise some virtuous lie,	s	But cold cold is that resting-place, 	b
You should live twice; in it and in my rhyme.	s	Saw those tokens on the ground. 	b
And hang more praise upon deceased I	s	And dear to me, aye doubly dear, 	b
Than niggard truth would willingly impart:	s	O'er bower and trees that orb divine 	b
O, lest your true love may seem false in this,	s	Thy eternal Justice found ! 	b
That you for love speak well of me untrue,	s	And sworn friends fall from me : 	b
My name be buried where my body is,	s	A memory whose blighting beam 	b
And live no more to shame nor me nor you.	s	The fate was cruel which bore 	b
For I am shamed by that which I bring forth,	s	To see her cheek's returning glow ; 	b
And so should you, to love things nothing worth.	s	I saw her stand in the gallery long, 	b
That time of year thou mayst in me behold	s	Sleep on ; Heaven laughs above, 	b
When yellow leaves, or none, or few, do hang	s	A noble victory you shall sing 	b
Bare ruin'd choirs, where late the sweet birds sang.	s	He almost deemed, might have throbbed again 	b
Doth follow night, who like a fiend	s	Part human company ; 	b
As after sunset fadeth in the west,	s	And render up life's tiresome load. 	b
Which by and by black night doth take away,	s	That by the death of my dearest treasures 	b
Death's second self, that seals up all in rest.	s	Through the wan autumnal sky ; 	b
In me thou see'st the glowing of such fire	s	I saw his hoof-prints mark the rock, 	b
That on the ashes of his youth doth lie,	s	But this shall be the only time 	b
As the death-bed whereon it must expire	s	I can tear my soul from its mould of clay, 	b
Consumed with that which it was nourish'd by.	s	Hush its whispers in your breast ; 	b
Nor can I fortune to brief minutes tell,	s	1 should be where I wish to be. 	b
To love that well which thou must leave ere long.	s	Crushed helpless into earth and Dust ! 	b
But be contented: when that fell arrest	s	Full many an eye watched over me, 	b
Without all bail shall carry me away,	s	Does sudden silence chill the room ? 	b
My life hath in this line some interest,	s	My whole heart centred there ; 	b
Which for memorial still with thee shall stay.	s	If you forget the sacred vows 	b
When thou reviewest this, thou dost review	s	Then let me not despair ; 	b
The very part was consecrate to thee:	s	Such as their lips could only pour, 	b
The earth can have but earth, which is his due;	s	Beneath whose noble dome 	b
My spirit is thine, the better part of me:	s	Have anchored safe, and rest at last 	b
So then thou hast but lost the dregs of life,	s	His dark, keen eyes on Percy gaze 	b
The prey of worms, my body being dead,	s	Gone ! 'tis a word which through life's troubled 	b
The coward conquest of a wretch's knife,	s	Say how long my sleep has been ? 	b
The worth of that is that which it contains,	s	Has warmed and blest me long : 	b
And that is this, and this with thee remains.	s	Would bring its after-storm of pain. 	b
Or as sweet-season'd showers are to the ground;	s	Shall set my spirit free, 	b
And for the peace of you I hold such strife	s	And nerved, like mine, to kill ; 	b
As 'twixt a miser and his wealth is found;	s	The elm-tree by the haunted well 	b
Now proud as an enjoyer and anon	s	THE LADY TO HER GUITAR 	b
Doubting the filching age will steal his treasure,	s	And green light slept on the happy earth, 	b
Then better'd that the world may see my pleasure;	s	I know our souls are all divine, 	b
Sometime all full with feasting on your sight	s	To wander far away ; 	b
And by and by clean starved for a look;	s	It is stilled above the slain. 	b
Possessing or pursuing no delight,	s	Sighing, mourning ever more. 	b
Save what is had or must from you be took.	s	And his fiery heart aroused panting. 	b
Thus do I pine and surfeit day by day,	s	Nor hurt thy soul eternally. 	b
Or gluttoning on all, or all away.	s	Resounded far and near : 	b
Why is my verse so barren of new pride,	s	These ceaseless tears ! I wish their flow 	b
So far from variation or quick change?	s	This voice, though never heard before, 	b
Why with the time do I not glance aside	s	How little fraught with real ill, 	b
Whilst many nymphs that vow'd chaste life to keep	s	And we together sadly sank 	b
Why write I still all one, ever the same,	s	The earth as golden, green, and fair, 	b
And keep invention in a noted weed,	s	What joyous fete begun, 	b
Showing their birth and where they did proceed?	s	And cheerfully go out to play. 	b
O, know, sweet love, I always write of you,	s	HEAVY hangs the rain-drop 	b
And you and love are still my argument;	s	Pours black reproach on^me : 	b
So all my best is dressing old words new,	s	Exhaust thy life and hold thee here. 	b
Spending again what is already spent:	s	The reckless man would pray ; 	b
For as the sun is daily new and old,	s	Of his unquenched, unclouded blaze, 	b
So is my love still telling what is told.	s	* Her heart is beating,' Lesley said, 	b
Thy glass will show thee how thy beauties wear,	s	And heavy throbs the young heart 	b
Thy dial how thy precious minutes waste;	s	And then I go to prove if God, at least, be true ! 	b
In vowing new hate after new love bearing.	s	O'er wood and wold o'er flood and fell, 	b
And of this book this learning mayst thou taste.	s	The choking sob, the tortured moan. 	b
The wrinkles which thy glass will truly show	s	I need not yield to care, 	b
Of mouthed graves will give thee memory;	s	So lost that not a gleam may come. 	b
Thou by thy dial's shady stealth mayst know	s	Frowning on the infant, 	b
Time's thievish progress to eternity.	s	Whose windows looked on the minster-yard, 	b
Crawls to maturity, wherewith being crown'd,	s	A bleak November's calm. 	b
Commit to these waste blanks, and thou shalt find	s	That melancholy boy. 	b
These offices, so oft as thou wilt look,	s	GODS of the old mythology 	b
As his triumphant prize. Proud of this pride,	s	The stranger would not turn away, 	b
So oft have I invoked thee for my Muse	s	Long ere the poison-tainted air 	b
And found such fair assistance in my verse	s	Chasing angry thought away. 	b
And under thee their poesy disperse.	s	Where thou dost stand an hour ago, 	b
Thine eyes that taught the dumb on high to sing	s	A deeper cup of bitterer pain ; 	b
And heavy ignorance aloft to fly	s	On golden summer's forests green, 	b
Have added feathers to the learned's wing	s	'Twas grief enough to think mankind 	b
And given grace a double majesty.	s	It might not be so drear, 	b
And by their verdict is determined	s	Has never wooed to blow, 	b
Whose influence is thine and born of thee:	s	Scentless are thy petals, 	b
In others' works thou dost but mend the style,	s	Can watch the lustre leave its skies 	b
And arts with thy sweet graces graced be;	s	The cannon with unceasing crash 	b
But thou art all my art and dost advance	s	Not one voice sobs * farewell ' ; 	b
As high as learning my rude ignorance.	s	Barren is thy beauty, 	b
Whilst I alone did call upon thy aid,	s	So heaven's sun shines in thee. 	b
My verse alone had all thy gentle grace,	s	Forget, forsake, refuse to hear ! 	b
But now my gracious numbers are decay'd	s	You both were vainly given : 	b
He is contented thy poor drudge to be,	s	I saw the light decay. 	b
I grant, sweet love, thy lovely argument	s	YET o'er his face a solemn light 	b
And swear that brightness doth not grace the day?	s	Stanzas 5 and 6 have been crossed out in the manuscript. 	b
Yet what of thee thy poet doth invent	s	From trampling on thy buried breast. 	b
He robs thee of and pays it thee again.	s	And bounding down the marble stair. 	b
He lends thee virtue and he stole that word	s	That none can pass again. 	b
From thy behavior; beauty doth he give	s	His banners all bravely flying ; 	b
And found it in thy cheek; he can afford	s	And cheered his host by adding stern 	b
No praise to thee but what in thee doth live.	s	Why, Seraph, has thine erring wing 	b
Then thank him not for that which he doth say,	s	Wafted thee down to weep with him ? 	b
Knowing a better spirit doth use your name,	s	IT *s over now ; I Ve known it all ; 	b
And in the praise thereof spends all his might,	s	Nor do I come to mingle tears ; 	b
To make me tongue-tied, speaking of your fame!	s	But sweet is day, though with shadows 	b
But since your worth, wide as the ocean is,	s	To feel the frost-wind blow ! 	b
Who art as black as hell, as dark as night.	s	Yet the grass before the door 	b
That heaven's air in this huge rondure hems.	s	But never more look up and see 	b
On your broad main doth wilfully appear.	s	Her darling child from her embrace 	b
Your shallowest help will hold me up afloat,	s	Will then like virtues shine ; 	b
Whilst he upon your soundless deep doth ride;	s	* Heavy and dark the night is closing ; 	b
Or being wreck'd, I am a worthless boat,	s	Heavy and dark may its bidding be : 	b
He of tall building and of goodly pride:	s	May I never tread the hills again. 	b
Then if he thrive and I be cast away,	s	Or how in exile misery 	b
The worst was this; my love was my decay.	s	' Watch in love by a fevered pillow, 	b
Or I shall live your epitaph to make,	s	When heaven repels my prayer, 	b
Or you survive when I in earth am rotten;	s	Safe as the petrel on tossing billow, 	b
Although in me each part will be forgotten.	s	Like summer's sunshine o'er a hill, 	b
Though I, once gone, to all the world must die:	s	( Guardian-angel he lacks no longer ; 	b
The earth can yield me but a common grave,	s	From his last hopeless agony, 	b
When you entombed in men's eyes shall lie.	s	Eclipsed the glory of the sky, 	b
Your monument shall be my gentle verse,	s	And my love is truer than angel-care.' 	b
Which eyes not yet created shall o'er-read,	s	And all the joyous music breathing by, 	b
And tongues to be your being shall rehearse	s	The place, the hour the same ; 	b
When all the breathers of this world are dead;	s	How canst thou linger now ? 	b
You still shall live--such virtue hath my pen--	s	And stars were in the depth of blue, 	b
Triumph in love; flesh stays no father reason;	s	'Tis true she stands among the crowd, 	b
And therefore mayst without attaint o'erlook	s	Even so, Guitar, thy magic tone 	b
The dedicated words which writers use	s	The little lamp burns straight, its rays shoot 	b
Intend a zealous pilgrimage to thee,	s	And wept above thy fate the more 	b
Thou art as fair in knowledge as in hue,	s	Flung streaks of moonshine here and there. 	b
And Death once dead, there's no more dying then.	s	Your eyelids droop, a weight is on your brow ; 	b
And therefore art enforced to seek anew	s	Woe to the gifted, crime to the giver, 	b
Some fresher stamp of the time-bettering days	s	And singing birds and sighing trees, 	b
And do so, love; yet when they have devised	s	And dim the hearts that slowly die. 	b
What strained touches rhetoric can lend,	s	Spent in her Eden Isle 	b
Thou truly fair wert truly sympathized	s	Passed with the ray whose shine it caught ; 	b
In true plain words by thy true-telling friend;	s	What loves me, no word of mine shall e'er betray, 	b
And their gross painting might be better used	s	When, severed wide by guiltless gore, 	b
Where cheeks need blood; in thee it is abused.	s	And all their myriad voices 	b
And therefore to your fair no painting set;	s	I heard it then, you heard it too, 	b
I found, or thought I found, you did exceed	s	He for whom I wait, thus ever comes to me ; 	b
The barren tender of a poet's debt;	s	Strange Power ! I trust thy might ; trust thou my 	b
And therefore have I slept in your report,	s	Looks from its golden frame ; 	b
That you yourself being extant well might show	s	And that wide west has waked a word 	b
Lest guilty of my faults thy sweet self prove:	s	But listen ! The earth is our campaign of war, 	b
Speaking of worth, what worth in you doth grow.	s	Whose sombre portal hides the light, 	b
This silence for my sin you did impute,	s	Clings Percy's wounded spirit so : 	b
Which shall be most my glory, being dumb;	s	I shall not tread again the deep glens where it 	b
For I impair not beauty being mute,	s	The narrow dungeon of the dead, 	b
When others would give life and bring a tomb.	s	A silence settled on the room, 	b
There lives more life in one of your fair eyes	s	Across the waters of despair 	b
Love's fire heats water, water cools not love.	s	And quench the lamp and stir the fire, 	b
Who is it that says most? which can say more	s	Nor, through long hours of future pain, 	b
Than this rich praise, that you alone are you?	s	Her kind face o'er thee shine ? 	b
In whose confine immured is the store	s	Have wrapt the parent orb away. 	b
Which should example where your equal grew.	s	And give me liberty ! ' 	b
Lean penury within that pen doth dwell	s	Greets no returning summer skies ; 	b
That to his subject lends not some small glory;	s	But yet faint not, mournful man ; 	b
But he that writes of you, if he can tell	s	And from that world of heavenly light 	b
That you are you, so dignifies his story,	s	To guide us in our lifetime's night, 	b
Not making worse what nature made so clear,	s	Drowsy and dark my spirit lies, 	b
And such a counterpart shall fame his wit,	s	But, ere night darkened down 	b
Making his style admired every where.	s	Thou wert so bright and fair, 	b
You to your beauteous blessings add a curse,	s	Yet could I with past pleasures 	b
Being fond on praise, which makes your praises worse.	s	With blue and ghostly gleams, 	b
While comments of your praise, richly compiled,	s	Remorse even now may wake within 	b
I think good thoughts whilst other write good words,	s	' Well there is rest there, 	b
To every hymn that able spirit affords	s	For there are angels weeping ; 	b
In polish'd form of well-refined pen.	s	The streets are crowded all, 	b
And to the most of praise add something more;	s	Our children felt their fathers' wretchedness ; 	b
But that is in my thought, whose love to you,	s	Its unsustaining vastness waxes drear ; 	b
Though words come hindmost, holds his rank before.	s	And curb my own wild will. 	b
Then others for the breath of words respect,	s	True heart and brow unmarked by time, 	b
Me for my dumb thoughts, speaking in effect.	s	The law that bade it not defy. 	b
Bound for the prize of all too precious you,	s	And called on Heaven to aid 	b
That did my ripe thoughts in my brain inhearse,	s	With such a fervent zeal, 	b
Above a mortal pitch, that struck me dead?	s	The clouded forms of long-past history. 	b
No, neither he, nor his compeers by night	s	It always walks with head declined, 	b
Giving him aid, my verse astonished.	s	It vexes me to choose another guide : 	b
That censures falsely what they see aright?	s	Their breasts have burst through the battle's 	b
Which have no correspondence with true sight!	s	Their ghostly fingers flecked with snow, 	b
I was not sick of any fear from thence:	s	What have those lonely mountains worth reveal- 	b
But when your countenance fill'd up his line,	s	But a wild bird sprang from his hidden lair, 	b
Then lack'd I matter; that enfeebled mine.	s	The earth that wakes one human heart to feeling 	b
Farewell! thou art too dear for my possessing,	s	Though time should change my youthful face, 	b
And like enough thou know'st thy estimate:	s	THE following are the last lines my sister Emily ever wrote. 	b
The charter of thy worth gives thee releasing;	s	No coward soul is mine, 	b
My bonds in thee are all determinate.	s	AND like myself lone, wholly lone, 	b
My soul doth tell my body that he may	s	I see Heaven's glories shine, 	b
But, like a sad slave, stay and think of nought	s	He hears the stream its waters fling ; 	b
The cause of this fair gift in me is wanting,	s	I 'M standing in the forest now, 	b
And so my patent back again is swerving.	s	Almighty, ever-present Deity ! 	b
Canst thou, O cruel! say I love thee not,	s	But a brave heart, with a tarnished name, 	b
So thy great gift, upon misprision growing,	s	The splendour of the main, 	b
Comes home again, on better judgment making.	s	They did not dare to smile. 	b
Thus have I had thee, as a dream doth flatter,	s	That move men's hearts : unutterably vain ; 	b
In sleep a king, but waking no such matter.	s	With windows yawning on intenser gloom, 	b
When thou shalt be disposed to set me light,	s	When thy stream was troubled, did mine calmly 	b
And place my merit in the eye of scorn,	s	The wind blew fresh and free. 	b
Upon thy side against myself I'll fight,	s	And forms and faces lost for ever 	b
And prove thee virtuous, though thou art forsworn.	s	A thousand dreams of mind. 	b
With mine own weakness being best acquainted,	s	The steadfast rock of immortality. 	b
Upon thy part I can set down a story	s	Or, with strained ear, to catch the shock, 	b
Of faults conceal'd, wherein I am attainted,	s	MILD the mist upon the hill, 	b
That thou in losing me shalt win much glory:	s	Pervades and broods above, 	b
And I by this will be a gainer too;	s	Changes, sustains, dissolves, creates, and rears. 	b
Which many legions of true hearts had warm'd;	s	Hath moved the tear and waked the sigh ; 	b
The injuries that to myself I do,	s	They kindled the perishing ember 	b
Doing thee vantage, double-vantage me.	s	And Thou were left alone, 	b
Such is my love, to thee I so belong,	s	That love, which will the wicked greet 	b
That for thy right myself will bear all wrong.	s	The oath within that caverned hall, 	b
Say that thou didst forsake me for some fault,	s	And from the midst of cheerless gloom, 	b
And I will comment upon that offence;	s	One calm hour on the brink of life 	b
That follow'd it as gentle day	s	With thy mind's vision pierce the deep, 	b
Against thy reasons making no defence.	s	Eternal midnight there. 	b
My reason, the physician to my love,	s	OPPRESSED with sin and woe, 	b
To set a form upon desired change,	s	And madness cannot feel thy scorn, 	b
As I'll myself disgrace: knowing thy will,	s	I longed to view that bliss divine 	b
I will acquaintance strangle and look strange,	s	And often when the sun declines 	b
Be absent from thy walks, and in my tongue	s	The ghastly night, the ghastlier morrow, 	b
Thy sweet beloved name no more shall dwell,	s	Her wavy hair on her shoulders bare, 	b
Lest I, too much profane, should do it wrong	s	The burning tears that would keep welling, 	b
That every word doth almost tell my name,	s	That stains our standard green ? 	b
For thee against myself I'll vow debate,	s	Living in the depth of Heaven ; 	b
For I must ne'er love him whom thou dost hate.	s	As if each gasp were life expelling, 	b
Then hate me when thou wilt; if ever, now;	s	Like sudden ghosts, to memory came 	b
Now, while the world is bent my deeds to cross,	s	'Tis nothing to eternity : 	b
Join with the spite of fortune, make me bow,	s	Mighty heaven, a glad avenger 	b
This thou perceivest, which makes thy love more strong,	s	Death comes on every wind. 	b
Ah, do not, when my heart hath 'scoped this sorrow,	s	That would not mourn the dead. 	b
Come in the rearward of a conquer'd woe;	s	Thickening above me evermore. 	b
Give not a windy night a rainy morrow,	s	Has neared its final close, 	b
To linger out a purposed overthrow.	s	No tongue would ask, no eye would mourn ; 	b
If thou wilt leave me, do not leave me last,	s	But mutely trace its airy way, 	b
When other petty griefs have done their spite	s	At last refused to mourn. 	b
But in the onset come; so shall I taste	s	And summer days again begin 	b
At first the very worst of fortune's might,	s	Changing, and still the same, yet swiftly passing. 	b
And other strains of woe, which now seem woe,	s	The wild wind from that wavy main 	b
Some glory in their birth, some in their skill,	s	I never thought to see again. 	b
Some in their wealth, some in their bodies' force,	s	Bless thee, bright Sea, and glorious dome, 	b
Some in their garments, though new-fangled ill,	s	And thinks he of Patrician pride, 	b
Some in their hawks and hounds, some in their horse;	s	My voice is choked, but not with grief, 	b
And every humour hath his adjunct pleasure,	s	Bright, but yet sullied, love which could never 	b
Wherein it finds a joy above the rest:	s	I know my mountain breezes 	b
But these particulars are not my measure;	s	Deepened the gloom of evening's sky, 	b
All these I better in one general best.	s	And, were they forged in steel, they could not hold 	b
But when she saw my woeful state,	s	The long grass bending where I lay, 	b
Richer than wealth, prouder than garments' cost,	s	And in the heath or mountain far 	b
Of more delight than hawks or horses be;	s	The goats fly by with timid cry, 	b
And having thee, of all men's pride I boast:	s	His golden days left long behind. 	b
Wretched in this alone, that thou mayst take	s	But then it was a calmer woe, 	b
But being both from me, both to each friend,	s	'Tis many a year, 'tis long ago, 	b
But do thy worst to steal thyself away,	s	A dream of what had been before j 	b
For term of life thou art assured mine,	s	Was that in which the summer sheen 	b
And life no longer than thy love will stay,	s	Ungoverned nature madly spurned 	b
For it depends upon that love of thine.	s	Memory of feelings past, 	b
Then need I not to fear the worst of wrongs,	s	Often I 've sat down on the ground, 	b
When in the least of them my life hath end.	s	Gazing up to the flush scarce seen, 	b
I see a better state to me belongs	s	Those bounding breasts that grief should thrill 	b
Than that which on thy humour doth depend;	s	Then died away, nor came again ; 	b
Suspect I may, but not directly tell;	s	Thy deep, unutterable woe? 	b
Since that my life on thy revolt doth lie.	s	But my sad heart must ever mourn 	b
O, what a happy title do I find,	s	It sought thy father's home and mine 	b
Happy to have thy love, happy to die!	s	As I remembered it of old. 	b
But what's so blessed-fair that fears no blot?	s	And dreamy scents of fragrance pass 	b
Thou mayst be false, and yet I know it not.	s	Come back the feelings that would swell, 	b
Like a deceived husband; so love's face	s	FAR away is the land of rest 	b
May still seem love to me, though alter'd new;	s	They would have done it had they known 	b
Thy looks with me, thy heart in other place:	s	Oh ! I shall weary for the light 	b
For there can live no hatred in thine eye,	s	I howled, and tore my tangled hair ; 	b
Therefore in that I cannot know thy change.	s	Time has turned the bloom to grey, 	b
In many's looks the false heart's history	s	Lay in unspeakable despair. 	b
Is writ in moods and frowns and wrinkles strange,	s	of New York in 1902. 	b
Was sleeping by a virgin hand disarm'd.	s	Then 'twas first my nursling smiled ; 	b
That in thy face sweet love should ever dwell;	s	But both without a murmur there 	b
Whate'er thy thoughts or thy heart's workings be,	s	But her father smiled on the fairest child 	b
How like Eve's apple doth thy beauty grow,	s	WHAT winter floods, what streams of spring 	b
if thy sweet virtue answer not thy show!	s	winds coldly mourn 	b
They that have power to hurt and will do none,	s	Dead, dead is my joy, 	b
That do not do the thing they most do show,	s	Might embrace in love again ; 	b
Who, moving others, are themselves as stone,	s	To see that water shine ; 	b
Unmoved, cold, and to temptation slow,	s	But sighing it murmurs, * Let memory perish, 	b
They rightly do inherit heaven's graces	s	IN the same place, when nature wore 	b
And husband nature's riches from expense;	s	And nothing on the summer gale 	b
They are the lords and owners of their faces,	s	The dearest to a mountaineer 	b
Others but stewards of their excellence.	s	For, if your former words were true, 	b
The summer's flower is to the summer sweet,	s	I cannot say my faith is strong, 	b
Though to itself it only live and die,	s	Now might we doubt God's guardian 	b
But if that flower with base infection meet,	s	Those wondrous southern Isles to hail, 	b
The basest weed outbraves his dignity:	s	Behold he sinks away ! 	b
For sweetest things turn sourest by their deeds;	s	LORD of Elbe, on Elbe hill 	b
Lilies that fester smell far worse than weeds.	s	The mist is thick and the wind is chill ; 	b
How sweet and lovely dost thou make the shame	s	More wakeful heart and eyelids grew. 	b
Which, like a canker in the fragrant rose,	s	Has sighed for sorrow that thou wert away. 	b
Doth spot the beauty of thy budding name!	s	And in his hair the south wind blows, 	b
O, in what sweets dost thou thy sins enclose!	s	And hopeless comes its dark decline, 	b
That tongue that tells the story of thy days,	s	Oh, we are listening for a sound, 	b
Making lascivious comments on thy sport,	s	Moans as the night gusts over it blow. 	b
Cannot dispraise but in a kind of praise;	s	Till each far-down reflection is 	b
When I perceive that men as plants increase,	s	I see them far off, and it deepens the gloom ; 	b
O, what a mansion have those vices got	s	An undefined, an awful dream, 	b
Which for their habitation chose out thee,	s	Where chill, chill whiteness covered all, 	b
Where beauty's veil doth cover every blot,	s	In unexhausted woe. 	b
And grew a seething bath, which yet men prove	s	In darkness long concealed, 	b
Take heed, dear heart, of this large privilege;	s	Would now be tossing under me. 	b
The hardest knife ill-used doth lose his edge.	s	I will not question, only say 	b
Some say thy fault is youth, some wantonness;	s	But thou art now on the desolate sea, 	b
Which like two spirits do suggest me still:	s	Regive him shadowy gleams of infancy 	b
Both grace and faults are loved of more and less;	s	Of love too warm, and wild, and bright. 	b
For whether beauty, birth, or wealth, or wit,	s	The Herons are flown to their trees by the Hall ; 	b
As on the finger of a throned queen	s	COLD, clear, and blue the morning heaven 	b
The basest jewel will be well esteem'd,	s	Will give me to a darker doom ; 	b
For I have sworn thee fair and thought thee bright,	s	Through a sky of cloudy grey. 	b
How many lambs might the stern wolf betray,	s	Reflects that winter sky : 	b
If like a lamb he could his looks translate!	s	In glimpses of a spirit shore 	b
How many gazers mightst thou lead away,	s	A silent, silvery star. 	b
If thou wouldst use the strength of all thy state!	s	And I have long forgot to weep. 	b
As, thou being mine, mine is thy good report.	s	Sweetly has its dawn begun ; 	b
How like a winter hath my absence been	s	But the heaven may shake with thunder 	b
From thee, the pleasure of the fleeting year!	s	Himself restored to infancy? 	b
What freezings have I felt, what dark days seen!	s	To leave my lonely halls ! ' 	b
What old December's bareness every where!	s	Bless thee, bless all I cannot speak ; 	b
And yet this time removed was summer's time,	s	For the moon now beaming mild above 	b
The teeming autumn, big with rich increase,	s	Go, shed thy tears in Ocean's wave 	b
Bearing the wanton burden of the prime,	s	From that wide heaven where every star 	b
Like widow'd wombs after their lords' decease:	s	IF grief for grief can touch thee, 	b
Yet this abundant issue seem'd to me	s	One hour, my spirit, stretch thy wings 	b
But hope of orphans and unfather'd fruit;	s	Within their perfumed bower, 	b
For summer and his pleasures wait on thee,	s	Of sorrows gathering near, 	b
And, thou away, the very birds are mute;	s	From her stately form and her features rare, 	b
